V5,V2
5.02,5.275
5.02,5.245
5.01,5.21
4.995,5.205
5.01,5.205
5.01,5.19
5.005,5.155
4.995,5.15
5.01,5.165
5.005,5.16
4.995,5.135
4.99,5.135
4.99,5.14
5.005,5.135
5.0,5.13
4.995,5.125
5.01,5.13
5.005,5.145
4.99,5.125
4.985,5.125
4.985,5.135
4.995,5.135
4.995,5.135
4.985,5.125
4.985,5.13
4.99,5.145
5.0,5.14
4.985,5.125
4.99,5.135
4.99,5.145
5.0,5.14
4.99,5.135
4.98,5.13
4.985,5.15
5.0,5.15
4.985,5.135
4.975,5.145
4.985,5.17
4.975,5.17
4.98,5.16
4.96,5.17
4.965,5.17
4.965,5.18
4.96,5.155
4.93,5.145
4.955,5.15
4.965,5.16
4.975,5.13
4.97,5.1
4.965,5.1
4.99,5.095
4.995,5.08
4.99,5.055
4.99,5.05
4.985,5.05
4.995,5.035
4.985,5.02
4.975,5.005
4.985,5.0
4.995,4.995
4.98,4.99
4.97,5.01
4.97,5.025
4.955,5.015
4.955,5.01
4.91,4.995
4.92,5.005
4.93,5.02
4.92,5.01
4.9,5.0
4.915,5.005
4.92,5.015
4.925,5.0
4.915,5.0
4.91,5.005
4.915,5.01
4.925,5.005
4.905,4.99
4.895,5.0
4.915,5.005
4.92,4.995
4.91,4.995
4.9,5.0
4.91,5.0
4.92,5.0
4.9,4.995
4.905,4.985
4.915,5.0
4.91,5.0
4.905,4.99
4.895,4.98
4.905,4.995
4.91,5.01
4.915,4.99
4.905,4.995
4.91,5.0
4.915,5.01
4.92,5.005
4.925,5.005
4.92,5.03
4.94,5.055
4.95,5.11
4.96,5.375
4.995,5.885
5.075,6.005
5.23,5.695
5.655,5.505
6.05,5.435
5.895,5.395
5.51,5.345
5.365,5.28
5.365,5.21
5.39,5.075
5.41,4.865
5.425,4.565
5.44,4.23
5.47,3.885
5.5,3.51
5.485,3.18
5.47,2.945
5.5,2.79
5.515,2.75
5.51,2.565
5.49,2.45
5.485,2.34
5.45,2.265
5.37,2.205
5.285,2.17
5.21,2.14
5.14,2.14
5.0,2.12
4.9,2.11
4.88,2.11
4.92,2.13
4.94,2.16
4.94,2.205
4.905,2.29
4.88,2.425
4.845,2.585
4.82,2.735
4.785,2.935
4.8,3.2
4.815,3.475
4.8,3.75
4.77,4.02
4.79,4.295
4.805,4.39
4.82,4.845
4.79,5.07
4.78,5.29
4.775,5.485
4.78,5.63
4.79,5.755
4.795,5.845
4.8,5.92
4.805,5.96
4.805,5.995
4.795,6.045
4.81,6.095
4.825,6.14
4.815,6.165
4.805,6.21
4.81,6.26
4.81,6.295
4.81,6.33
4.805,6.375
4.81,6.44
4.815,6.48
4.805,6.525
4.795,6.58
4.79,6.635
4.8,6.655
4.8,6.72
4.79,6.77
4.79,6.815
4.8,6.865
4.805,6.905
4.81,6.94
4.81,6.975
4.825,7.02
4.84,7.05
4.835,7.06
4.845,7.095
4.855,7.11
4.87,7.115
4.88,7.095
4.885,7.085
4.91,7.065
4.925,7.03
4.935,6.98
4.94,6.92
4.97,6.87
4.99,6.8
5.0,6.715
4.995,6.635
5.02,6.57
5.03,6.545
5.04,6.395
5.04,6.3
5.045,6.225
5.07,6.145
5.07,6.05
5.05,5.96
5.05,5.885
5.055,5.825
5.065,5.745
5.05,5.675
5.045,5.625
5.05,5.57
5.05,5.53
5.04,5.48
5.03,5.44
5.025,5.41
5.03,5.385
5.03,5.35
5.005,5.32
5.01,5.305
5.015,5.285
5.01,5.255
4.985,5.245
5.0,5.24
5.0,5.245
4.995,5.215
4.995,5.195
4.995,5.205
4.995,5.195
4.995,5.18
4.985,5.17
4.975,5.17
4.995,5.175
5.005,5.17
4.995,5.16
4.995,5.16
4.995,5.17
5.005,5.16
5.0,5.155
4.995,5.15
5.005,5.17
5.005,5.16
5.01,5.16
5.0,5.155
5.005,5.175
5.005,5.175
5.005,5.17
4.995,5.165
4.99,5.18
4.995,5.18
4.995,5.19
4.985,5.18
4.995,5.18
5.0,5.18
5.005,5.175
4.98,5.16
4.985,5.17
4.98,5.165
4.985,5.16
4.965,5.145
4.96,5.145
4.97,5.145
4.975,5.14
4.965,5.11
4.95,5.12
4.96,5.135
4.975,5.13
4.965,5.105
4.945,5.1
4.97,5.11
4.98,5.105
4.975,5.1
4.96,5.08
4.96,5.09
4.965,5.095
4.965,5.085
4.955,5.075
4.95,5.075
4.96,5.075
4.97,5.07
4.96,5.075
4.96,5.095
4.955,5.095
4.96,5.095
4.955,5.095
4.945,5.085
4.94,5.11
4.945,5.105
4.935,5.1
4.935,5.1
4.95,5.085
4.97,5.085
4.965,5.055
4.96,5.045
4.985,5.035
5.01,5.03
5.01,5.0
4.985,4.985
4.99,4.975
4.995,4.985
4.995,4.97
4.995,4.965
4.995,4.98
5.0,5.005
4.99,4.995
4.965,4.98
4.955,4.985
4.975,5.0
4.985,4.995
4.98,4.985
4.965,4.99
4.975,5.005
4.97,5.01
4.97,5.015
4.97,5.07
4.98,5.255
5.015,5.735
5.07,6.01
5.19,5.72
5.56,5.465
6.005,5.385
5.905,5.315
5.505,5.21
5.39,5.09
5.395,5.05
5.44,4.71
5.43,4.46
5.44,4.22
5.475,4.015
5.51,3.84
5.49,3.675
5.495,3.51
5.54,3.29
5.585,3.065
5.59,2.87
5.58,2.715
5.575,2.57
5.535,2.425
5.455,2.32
5.365,2.245
5.305,2.19
5.19,2.145
5.03,2.125
4.94,2.105
4.935,2.115
4.97,2.12
4.935,2.15
4.88,2.23
4.875,2.375
4.865,2.42
4.84,2.715
4.815,2.94
4.83,3.24
4.865,3.555
4.89,3.87
4.89,4.185
4.855,4.475
4.865,4.74
4.875,4.97
4.85,5.18
4.835,5.38
4.825,5.56
4.845,5.67
4.855,5.75
4.855,5.815
4.885,5.88
4.88,5.93
4.855,5.97
4.86,6.01
4.875,6.07
4.895,6.105
4.895,6.135
4.89,6.18
4.89,6.24
4.895,6.26
4.89,6.325
4.88,6.355
4.885,6.43
4.9,6.475
4.905,6.53
4.91,6.56
4.895,6.635
4.915,6.675
4.92,6.73
4.915,6.765
4.91,6.815
4.92,6.87
4.915,6.9
4.92,6.935
4.91,6.975
4.925,7.01
4.955,7.015
4.975,7.015
4.995,7.01
5.01,7.02
5.005,6.995
5.005,6.96
5.0,6.92
5.025,6.875
5.035,6.86
5.055,6.745
5.045,6.665
5.065,6.595
5.075,6.515
5.085,6.41
5.06,6.315
5.055,6.22
5.08,6.13
5.09,6.04
5.075,5.94
5.07,5.86
5.08,5.79
5.085,5.7
5.055,5.625
5.045,5.555
5.055,5.51
5.055,5.455
5.035,5.385
5.025,5.355
5.02,5.33
5.03,5.305
5.01,5.26
5.0,5.22
5.005,5.21
5.0,5.2
4.99,5.17
4.98,5.15
4.97,5.14
4.97,5.15
4.975,5.125
4.99,5.11
4.99,5.105
5.005,5.11
5.01,5.105
4.985,5.085
4.955,5.09
4.96,5.085
4.96,5.09
4.975,5.07
4.975,5.075
4.975,5.075
4.975,5.075
4.97,5.055
4.97,5.06
4.975,5.075
4.985,5.08
4.975,5.08
4.975,5.065
4.975,5.085
4.97,5.09
4.96,5.095
4.95,5.085
4.96,5.1
4.965,5.1
4.965,5.1
4.955,5.085
4.95,5.095
4.95,5.105
4.935,5.1
4.935,5.085
4.94,5.08
4.955,5.095
4.96,5.08
4.955,5.07
4.935,5.065
4.93,5.08
4.94,5.07
4.94,5.055
4.935,5.04
4.93,5.05
4.94,5.04
4.945,5.035
4.94,5.015
4.94,5.025
4.945,5.025
4.93,5.015
4.915,5.0
4.91,5.01
4.93,5.015
4.93,5.005
4.91,4.985
4.9,4.985
4.92,4.995
4.925,4.995
4.915,4.98
4.9,4.975
4.91,4.99
4.91,4.99
4.915,4.98
4.895,4.98
4.91,4.995
4.915,5.0
4.92,5.0
4.905,5.0
4.915,5.03
4.92,5.03
4.91,5.01
4.9,5.0
4.905,5.005
4.915,4.995
4.945,4.975
4.95,4.965
4.96,4.965
4.96,4.95
4.96,4.93
4.935,4.905
4.935,4.905
4.94,4.905
4.95,4.895
4.945,4.91
4.935,4.94
4.935,4.945
4.93,4.94
4.92,4.935
4.925,4.95
4.94,4.99
4.945,5.095
4.965,5.395
4.995,5.77
5.1,5.695
5.4,5.44
5.845,5.345
5.855,5.295
5.485,5.195
5.385,5.17
5.365,4.88
5.38,4.64
5.39,4.375
5.415,4.125
5.435,3.915
5.445,3.75
5.445,3.575
5.47,3.35
5.5,3.105
5.52,2.885
5.5,2.72
5.47,2.575
5.425,2.415
5.345,2.28
5.26,2.2
5.175,2.145
5.035,2.115
4.88,2.08
4.8,2.075
4.815,2.08
4.855,2.115
4.835,2.175
4.8,2.31
4.785,2.5
4.775,2.56
4.77,2.985
4.78,3.27
4.825,3.605
4.86,3.935
4.855,4.25
4.83,4.51
4.8,4.79
4.8,5.025
4.795,5.245
4.78,5.42
4.775,5.565
4.79,5.66
4.8,5.725
4.81,5.75
4.805,5.815
4.815,5.875
4.82,5.905
4.82,5.935
4.805,5.98
4.82,6.035
4.835,6.07
4.83,6.09
4.815,6.13
4.825,6.19
4.82,6.215
4.825,6.28
4.825,6.325
4.82,6.385
4.845,6.43
4.85,6.48
4.835,6.525
4.83,6.58
4.84,6.63
4.85,6.665
4.845,6.705
4.84,6.745
4.865,6.795
4.87,6.82
4.89,6.825
4.89,6.85
4.905,6.88
4.93,6.88
4.93,6.845
4.935,6.83
4.96,6.81
4.965,6.765
4.975,6.7
4.96,6.635
4.98,6.575
4.99,6.555
5.01,6.4
5.005,6.315
5.01,6.235
5.035,6.16
5.035,6.065
5.03,5.975
5.02,5.9
5.025,5.83
5.025,5.75
5.01,5.67
5.0,5.615
5.0,5.545
5.01,5.49
4.995,5.43
4.975,5.385
4.985,5.355
4.99,5.32
4.975,5.27
4.965,5.24
4.96,5.235
4.965,5.215
4.965,5.195
4.935,5.165
4.94,5.17
4.945,5.16
4.95,5.14
4.935,5.125
4.935,5.125
4.94,5.13
4.935,5.12
4.93,5.105
4.925,5.1
4.935,5.11
4.93,5.105
4.92,5.095
4.915,5.095
4.93,5.105
4.94,5.1
4.935,5.09
4.93,5.095
4.935,5.11
4.94,5.12
4.94,5.11
4.915,5.11
4.925,5.115
4.945,5.12
4.935,5.115
4.92,5.11
4.925,5.125
4.93,5.135
4.925,5.12
4.92,5.11
4.92,5.115
4.935,5.125
4.92,5.12
4.91,5.105
4.905,5.1
4.915,5.11
4.915,5.105
4.915,5.095
4.91,5.09
4.905,5.105
4.915,5.075
4.9,5.07
4.885,5.065
4.895,5.065
4.895,5.06
4.89,5.045
4.885,5.035
4.895,5.045
4.895,5.035
4.895,5.035
4.88,5.025
4.885,5.03
4.885,5.04
4.89,5.02
4.875,5.005
4.875,5.0
4.885,5.01
4.89,4.99
4.87,4.99
4.875,5.0
4.89,5.0
4.885,4.995
4.88,4.98
4.87,4.99
4.885,4.99
4.89,5.0
4.865,4.99
4.865,4.985
4.87,5.01
4.875,5.02
4.875,5.015
4.87,5.015
4.88,5.035
4.88,5.05
4.865,5.04
4.86,5.025
4.865,5.015
4.87,5.01
4.895,4.985
4.905,4.975
4.915,4.975
4.94,4.975
4.94,4.955
4.915,4.93
4.89,4.925
4.915,4.92
4.915,4.91
4.905,4.9
4.895,4.92
4.92,4.95
4.92,4.955
4.89,4.955
4.885,4.955
4.89,4.975
4.905,5.015
4.92,5.15
4.945,5.615
5.01,5.89
5.155,5.63
5.53,5.39
5.92,5.325
5.805,5.265
5.695,5.245
5.335,5.03
5.32,4.825
5.325,4.605
5.33,4.34
5.34,4.07
5.34,3.88
5.355,3.735
5.39,3.595
5.395,3.4
5.42,3.165
5.455,2.96
5.475,2.815
5.465,2.66
5.43,2.51
5.4,2.385
5.345,2.305
5.29,2.225
5.21,2.155
5.08,2.11
4.945,2.105
4.875,2.09
4.86,2.075
4.87,2.085
4.89,2.135
4.89,2.16
4.865,2.35
4.805,2.52
4.785,2.755
4.78,3.035
4.8,3.32
4.825,3.64
4.835,3.97
4.83,4.265
4.815,4.54
4.77,4.795
4.76,5.035
4.765,5.26
4.775,5.455
4.76,5.575
4.76,5.68
4.77,5.755
4.78,5.805
4.78,5.84
4.77,5.885
4.765,5.945
4.78,5.985
4.785,6.015
4.765,6.05
4.78,6.1
4.785,6.12
4.8,6.165
4.775,6.21
4.775,6.255
4.8,6.305
4.8,6.345
4.79,6.375
4.785,6.43
4.795,6.49
4.8,6.54
4.795,6.56
4.785,6.62
4.81,6.665
4.825,6.715
4.815,6.74
4.815,6.785
4.825,6.84
4.835,6.855
4.85,6.87
4.845,6.885
4.86,6.91
4.875,6.92
4.885,6.905
4.89,6.895
4.905,6.885
4.91,6.875
4.94,6.795
4.93,6.725
4.955,6.67
4.965,6.6
4.985,6.51
4.965,6.415
4.965,6.335
4.985,6.27
4.99,6.18
4.985,6.08
4.98,6.015
4.99,5.945
4.995,5.865
4.985,5.77
4.975,5.7
4.975,5.645
4.985,5.575
4.98,5.51
4.96,5.46
4.96,5.43
4.97,5.39
4.95,5.33
4.935,5.295
4.94,5.28
4.95,5.28
4.935,5.22
4.915,5.195
4.915,5.185
4.925,5.175
4.935,5.17
4.915,5.135
4.905,5.13
4.92,5.13
4.915,5.12
4.905,5.095
4.9,5.1
4.91,5.12
4.91,5.105
4.905,5.09
4.895,5.085
4.915,5.085
4.915,5.1
4.91,5.09
4.895,5.09
4.89,5.1
4.91,5.1
4.895,5.095
4.89,5.09
4.885,5.1
4.89,5.11
4.89,5.1
4.88,5.09
4.88,5.1
4.885,5.115
4.89,5.12
4.875,5.1
4.87,5.105
4.88,5.115
4.885,5.12
4.875,5.105
4.86,5.095
4.875,5.115
4.88,5.11
4.865,5.095
4.855,5.085
4.865,5.1
4.875,5.09
4.855,5.08
4.835,5.06
4.855,5.07
4.86,5.065
4.85,5.055
4.845,5.05
4.84,5.045
4.845,5.045
4.855,5.04
4.835,5.03
4.84,5.03
4.845,5.03
4.85,5.025
4.84,5.02
4.83,5.02
4.84,5.005
4.835,5.02
4.83,5.0
4.825,4.995
4.84,5.0
4.835,5.005
4.84,4.98
4.83,4.99
4.84,5.0
4.845,4.995
4.845,4.99
4.825,4.975
4.825,4.995
4.845,4.995
4.83,4.98
4.815,4.975
4.83,4.99
4.83,4.99
4.835,4.99
4.82,4.975
4.815,4.99
4.825,4.99
4.83,4.985
4.82,4.97
4.825,4.98
4.825,4.985
4.83,4.985
4.825,4.975
4.82,4.97
4.82,4.985
4.83,4.985
4.835,4.965
4.82,4.965
4.84,4.98
4.85,4.98
4.84,4.975
4.835,4.97
4.85,4.99
4.865,5.02
4.865,5.105
4.87,5.45
4.93,5.97
4.955,6.08
5.355,5.555
5.87,5.395
5.94,5.33
5.53,5.23
5.255,5.07
5.22,4.855
5.225,4.61
5.23,4.305
5.23,3.97
5.225,3.69
5.235,3.475
5.23,3.245
5.24,2.955
5.255,2.65
5.225,2.45
5.19,2.345
5.15,2.23
5.095,2.125
4.995,2.09
4.925,2.07
4.865,2.05
4.76,2.03
4.63,2.02
4.56,2.035
4.555,2.04
4.655,2.055
4.72,2.095
4.745,2.2
4.76,2.365
4.765,2.585
4.745,2.84
4.75,3.175
4.8,3.53
4.84,3.89
4.825,4.21
4.785,4.51
4.77,4.78
4.755,5.0
4.725,5.225
4.72,5.435
4.735,5.595
4.735,5.695
4.735,5.745
4.71,5.8
4.71,5.855
4.72,5.895
4.72,5.93
4.71,5.97
4.735,6.015
4.745,6.035
4.745,6.07
4.73,6.095
4.725,6.125
4.73,6.165
4.725,6.19
4.73,6.215
4.73,6.245
4.745,6.295
4.75,6.315
4.745,6.345
4.735,6.39
4.745,6.445
4.755,6.48
4.755,6.515
4.74,6.545
4.755,6.595
4.77,6.625
4.765,6.645
4.76,6.68
4.775,6.72
4.795,6.74
4.8,6.76
4.79,6.76
4.805,6.79
4.815,6.8
4.835,6.795
4.815,6.77
4.83,6.76
4.86,6.735
4.87,6.685
4.86,6.625
4.875,6.58
4.9,6.52
4.92,6.45
4.935,6.355
4.925,6.295
4.93,6.225
4.94,6.145
4.945,6.06
4.935,5.98
4.97,5.905
4.98,5.83
4.97,5.745
4.95,5.68
4.955,5.615
4.96,5.55
4.94,5.49
4.895,5.435
4.895,5.4
4.89,5.385
4.895,5.31
4.89,5.275
4.9,5.265
4.9,5.24
4.9,5.215
4.89,5.2
4.885,5.18
4.885,5.18
4.88,5.17
4.865,5.14
4.855,5.145
4.87,5.155
4.875,5.15
4.86,5.135
4.855,5.125
4.85,5.14
4.855,5.145
4.855,5.135
4.85,5.13
4.85,5.145
4.86,5.15
4.85,5.145
4.83,5.125
4.84,5.145
4.85,5.15
4.855,5.135
4.825,5.125
4.83,5.14
4.835,5.15
4.845,5.14
4.825,5.125
4.84,5.125
4.85,5.13
4.84,5.125
4.835,5.11
4.835,5.11
4.845,5.125
4.835,5.11
4.825,5.09
4.805,5.09
4.82,5.095
4.83,5.1
4.83,5.085
4.815,5.06
4.825,5.07
4.82,5.07
4.795,5.065
4.785,5.045
4.795,5.045
4.805,5.055
4.82,5.04
4.81,5.03
4.795,5.025
4.815,5.03
4.805,5.025
4.805,5.005
4.795,5.015
4.79,5.015
4.8,5.01
4.78,5.0
4.79,4.995
4.8,5.015
4.81,5.0
4.795,4.98
4.775,4.985
4.79,5.0
4.805,4.995
4.8,4.985
4.78,4.985
4.785,5.0
4.8,5.0
4.79,4.99
4.79,4.975
4.805,4.98
4.815,4.98
4.81,4.975
4.8,4.965
4.795,4.98
4.815,4.98
4.805,4.97
4.795,4.96
4.785,4.975
4.8,4.965
4.81,4.965
4.8,4.96
4.79,4.96
4.805,4.965
4.81,4.965
4.81,4.955
4.8,4.955
4.8,4.975
4.8,4.965
4.795,4.965
4.805,4.96
4.83,4.97
4.835,4.97
4.815,4.96
4.805,4.955
4.825,4.975
4.83,4.985
4.865,5.05
4.845,5.28
4.875,5.81
4.95,5.93
5.145,5.58
5.595,5.385
5.905,5.335
5.595,5.25
5.255,5.125
5.21,4.945
5.235,4.725
5.275,4.475
5.28,4.16
5.28,3.87
5.285,3.63
5.26,3.43
5.225,3.18
5.205,2.875
5.2,2.625
5.18,2.475
5.145,2.355
5.085,2.23
5.005,2.135
4.915,2.11
4.885,2.105
4.705,2.065
4.555,2.05
4.44,2.06
4.42,2.065
4.465,2.07
4.495,2.115
4.52,2.21
4.55,2.375
4.54,2.585
4.55,2.815
4.595,3.115
4.67,3.43
4.75,3.745
4.795,4.065
4.805,4.36
4.795,4.635
4.795,4.875
4.785,5.08
4.77,5.295
4.78,5.48
4.8,5.58
4.805,5.655
4.805,5.72
4.83,5.8
4.84,5.825
4.825,5.865
4.795,5.9
4.775,5.93
4.79,5.97
4.79,5.98
4.775,6.0
4.775,6.035
4.785,6.07
4.785,6.09
4.78,6.095
4.77,6.125
4.78,6.165
4.78,6.18
4.75,6.2
4.73,6.22
4.745,6.265
4.745,6.295
4.725,6.325
4.72,6.355
4.73,6.395
4.75,6.44
4.74,6.455
4.73,6.48
4.74,6.53
4.745,6.55
4.765,6.59
4.76,6.605
4.775,6.64
4.8,6.675
4.815,6.68
4.8,6.695
4.82,6.71
4.845,6.725
4.85,6.715
4.865,6.69
4.88,6.68
4.905,6.645
4.92,6.61
4.915,6.55
4.93,6.5
4.955,6.44
4.98,6.38
4.985,6.285
4.99,6.21
5.005,6.13
5.02,6.045
5.015,5.95
5.005,5.87
4.99,5.81
4.985,5.79
5.005,5.655
5.005,5.59
4.985,5.54
4.99,5.485
4.975,5.44
4.955,5.38
4.945,5.365
4.94,5.33
4.945,5.305
4.925,5.26
4.91,5.24
4.91,5.235
4.905,5.215
4.89,5.19
4.885,5.18
4.895,5.19
4.9,5.185
4.89,5.17
4.87,5.155
4.87,5.165
4.895,5.175
4.88,5.16
4.87,5.15
4.87,5.165
4.875,5.17
4.88,5.165
4.86,5.155
4.86,5.155
4.88,5.17
4.875,5.155
4.865,5.15
4.85,5.155
4.87,5.155
4.865,5.155
4.865,5.14
4.855,5.14
4.86,5.155
4.86,5.155
4.85,5.13
4.845,5.13
4.865,5.145
4.865,5.13
4.86,5.115
4.835,5.105
4.84,5.11
4.85,5.095
4.85,5.095
4.82,5.08
4.835,5.09
4.84,5.095
4.845,5.075
4.83,5.06
4.83,5.055
4.845,5.07
4.845,5.05
4.82,5.04
4.815,5.045
4.83,5.045
4.825,5.035
4.825,5.025
4.82,5.03
4.825,5.03
4.835,5.025
4.83,5.005
4.805,5.005
4.815,5.015
4.835,4.995
4.815,4.985
4.8,4.985
4.8,4.99
4.82,4.995
4.82,4.98
4.79,4.975
4.805,4.985
4.815,4.985
4.82,4.985
4.81,4.975
4.805,4.97
4.82,4.985
4.82,4.975
4.81,4.965
4.8,4.97
4.825,4.98
4.82,4.98
4.81,4.96
4.795,4.965
4.805,4.97
4.82,4.97
4.815,4.955
4.805,4.955
4.815,4.97
4.825,4.97
4.815,4.96
4.805,4.945
4.815,4.965
4.83,4.96
4.825,4.955
4.8,4.95
4.815,4.96
4.815,4.965
4.84,4.95
4.835,4.945
4.815,4.955
4.835,4.96
4.835,4.955
4.825,4.945
4.845,4.97
4.85,4.975
4.86,4.98
4.86,5.01
4.88,5.115
4.905,5.5
4.97,5.88
5.1,5.72
5.45,5.455
5.915,5.39
5.875,5.335
5.53,5.285
5.325,5.225
5.315,5.15
5.325,5.005
5.33,4.765
5.335,4.48
5.345,4.175
5.355,4.075
5.37,3.475
5.35,3.155
5.33,2.92
5.34,2.705
5.35,2.555
5.325,2.405
5.29,2.275
5.265,2.175
5.22,2.11
5.12,2.07
5.045,2.055
4.995,2.05
4.88,2.025
4.775,2.01
4.72,2.02
4.73,2.04
4.745,2.04
4.76,2.055
4.735,2.105
4.72,2.21
4.705,2.35
4.685,2.53
4.685,2.745
4.715,3.025
4.72,3.125
4.755,3.665
4.74,3.965
4.745,4.29
4.755,4.59
4.745,4.84
4.725,5.065
4.71,5.27
4.71,5.455
4.72,5.61
4.73,5.73
4.72,5.8
4.735,5.87
4.735,5.925
4.725,5.96
4.725,6.0
4.755,6.065
4.76,6.09
4.755,6.11
4.755,6.14
4.77,6.18
4.785,6.19
4.77,6.2
4.755,6.21
4.765,6.245
4.775,6.26
4.79,6.28
4.785,6.285
4.785,6.325
4.79,6.355
4.78,6.38
4.76,6.4
4.745,6.44
4.775,6.495
4.765,6.54
4.75,6.57
4.735,6.6
4.725,6.655
4.725,6.685
4.71,6.7
4.71,6.74
4.72,6.78
4.73,6.8
4.725,6.805
4.72,6.825
4.735,6.84
4.755,6.845
4.76,6.84
4.755,6.83
4.78,6.825
4.795,6.815
4.81,6.73
4.815,6.685
4.84,6.64
4.865,6.585
4.885,6.515
4.885,6.435
4.89,6.355
4.92,6.295
4.945,6.195
4.945,6.1
4.955,6.01
4.975,5.95
4.975,5.85
4.975,5.77
4.97,5.695
4.965,5.635
4.97,5.575
4.965,5.5
4.945,5.45
4.945,5.41
4.96,5.38
4.95,5.32
4.93,5.285
4.93,5.275
4.94,5.265
4.935,5.22
4.92,5.205
4.905,5.195
4.915,5.18
4.92,5.17
4.895,5.15
4.9,5.145
4.905,5.15
4.9,5.14
4.9,5.135
4.89,5.135
4.895,5.15
4.9,5.145
4.895,5.13
4.885,5.145
4.875,5.155
4.895,5.155
4.885,5.145
4.875,5.14
4.875,5.15
4.89,5.15
4.87,5.14
4.86,5.145
4.865,5.15
4.87,5.16
4.87,5.15
4.86,5.13
4.855,5.125
4.87,5.135
4.87,5.12
4.855,5.115
4.84,5.1
4.855,5.11
4.85,5.1
4.845,5.085
4.85,5.08
4.845,5.095
4.855,5.075
4.85,5.04
4.825,5.045
4.84,5.06
4.85,5.05
4.85,5.035
4.83,5.015
4.83,5.035
4.84,5.02
4.835,5.005
4.825,4.99
4.82,5.0
4.825,5.015
4.84,4.995
4.825,4.98
4.825,4.99
4.84,4.985
4.84,4.98
4.82,4.96
4.82,4.96
4.825,4.975
4.83,4.975
4.825,4.945
4.815,4.95
4.835,4.97
4.84,4.96
4.82,4.94
4.8,4.94
4.815,4.97
4.835,4.955
4.83,4.94
4.825,4.935
4.825,4.95
4.83,4.94
4.82,4.94
4.81,4.93
4.83,4.94
4.835,4.945
4.835,4.935
4.825,4.925
4.825,4.935
4.835,4.95
4.835,4.935
4.825,4.925
4.83,4.925
4.83,4.945
4.845,4.93
4.835,4.915
4.81,4.925
4.835,4.94
4.84,4.925
4.835,4.935
4.825,4.925
4.835,4.93
4.85,4.94
4.835,4.93
4.83,4.92
4.845,4.945
4.865,4.965
4.87,4.99
4.88,5.145
4.905,5.575
4.915,5.725
5.045,5.765
5.26,5.455
5.65,5.335
5.745,5.245
5.51,5.145
5.31,5.01
5.265,4.845
5.285,4.61
5.285,4.335
5.265,4.045
5.265,3.795
5.285,3.61
5.285,3.4
5.255,3.17
5.235,2.89
5.24,2.65
5.255,2.475
5.215,2.34
5.175,2.23
5.13,2.145
5.07,2.085
4.995,2.05
4.905,2.01
4.825,2.005
4.8,2.01
4.64,2.005
4.595,2.01
4.635,2.025
4.695,2.045
4.72,2.085
4.72,2.155
4.72,2.31
4.73,2.495
4.735,2.72
4.73,2.985
4.765,3.31
4.81,3.66
4.84,3.99
4.825,4.28
4.805,4.575
4.79,4.85
4.79,5.08
4.775,5.295
4.765,5.485
4.785,5.62
4.805,5.71
4.8,5.76
4.795,5.805
4.795,5.865
4.8,5.885
4.82,5.93
4.805,5.96
4.8,6.005
4.82,6.035
4.815,6.055
4.795,6.07
4.8,6.11
4.8,6.14
4.81,6.16
4.8,6.17
4.79,6.2
4.81,6.255
4.805,6.29
4.795,6.32
4.785,6.345
4.78,6.405
4.795,6.44
4.79,6.46
4.78,6.51
4.775,6.55
4.795,6.58
4.79,6.615
4.78,6.64
4.805,6.695
4.82,6.71
4.845,6.735
4.835,6.74
4.84,6.77
4.87,6.79
4.88,6.78
4.88,6.775
4.895,6.78
4.91,6.775
4.92,6.745
4.92,6.71
4.925,6.685
4.945,6.665
4.955,6.635
4.94,6.585
4.925,6.54
4.935,6.48
4.93,6.4
4.925,6.32
4.92,6.24
4.935,6.16
4.95,6.08
4.96,5.995
4.96,5.9
4.965,5.84
4.975,5.82
4.975,5.69
4.96,5.605
4.96,5.555
4.965,5.495
4.96,5.435
4.95,5.365
4.935,5.335
4.935,5.3
4.925,5.255
4.915,5.21
4.91,5.19
4.925,5.18
4.915,5.15
4.9,5.13
4.895,5.12
4.895,5.125
4.9,5.11
4.89,5.1
4.87,5.085
4.875,5.1
4.88,5.095
4.885,5.09
4.875,5.09
4.865,5.095
4.865,5.1
4.885,5.1
4.875,5.095
4.87,5.105
4.88,5.11
4.865,5.11
4.855,5.1
4.865,5.1
4.865,5.12
4.87,5.12
4.845,5.1
4.855,5.1
4.86,5.1
4.865,5.105
4.855,5.08
4.845,5.09
4.85,5.1
4.855,5.085
4.85,5.08
4.835,5.07
4.84,5.075
4.845,5.07
4.85,5.055
4.835,5.035
4.83,5.035
4.825,5.04
4.83,5.035
4.82,5.025
4.825,5.025
4.84,5.015
4.835,5.015
4.825,4.99
4.815,4.995
4.81,5.0
4.81,4.995
4.8,4.99
4.79,4.98
4.805,4.99
4.815,4.975
4.815,4.96
4.805,4.965
4.825,4.97
4.84,4.965
4.835,4.95
4.82,4.945
4.81,4.955
4.82,4.945
4.825,4.94
4.815,4.945
4.825,4.945
4.83,4.955
4.83,4.935
4.815,4.93
4.815,4.945
4.83,4.935
4.84,4.94
4.84,4.925
4.83,4.945
4.845,4.925
4.84,4.93
4.82,4.92
4.81,4.92
4.82,4.935
4.825,4.935
4.83,4.91
4.825,4.915
4.835,4.93
4.84,4.93
4.83,4.92
4.81,4.915
4.825,4.93
4.855,4.925
4.85,4.915
4.83,4.91
4.84,4.92
4.845,4.925
4.835,4.92
4.825,4.91
